date,salesperson,lead_name,segment,region,target_close,forecasted_monthly_revenue,opportunity_stage,weighted_revenue,closed_opportunity,active_opportunity,latest_status_entry
2015-05-23,Gerri Hinds,US_Enterprise_7,Enterprise,US,2015-08-20,501919,Lead,50192,FALSE,FALSE,FALSE
2015-05-23,James Swanger,US_Enterprise_1309,Enterprise,US,2015-07-26,460864,Lead,46086,FALSE,FALSE,FALSE
2015-05-23,Jennifer Weidman,US_Enterprise_467,Enterprise,US,2015-05-23,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-23,Victor Burk,EMEA_SMB_25,SMB,EMEA,2015-06-25,78326,Qualified,39163,FALSE,FALSE,FALSE
2015-05-23,Jennifer Weidman,US_Enterprise_658,Enterprise,US,2015-07-06,346634,Qualified,173317,FALSE,FALSE,FALSE
2015-05-23,Walter Landfair,APAC_Enterprise_706,Enterprise,APAC,2015-11-22,353652,Lead,35365,FALSE,FALSE,FALSE
2015-05-23,Jennifer Weidman,US_SMB_1345,SMB,US,2015-07-05,111649,Lead,11165,FALSE,FALSE,FALSE
2015-05-24,Gerri Hinds,US_SMB_1478,SMB,US,2015-06-16,107389,Prospect,21478,FALSE,FALSE,FALSE
2015-05-24,Walter Landfair,APAC_SMB_230,SMB,APAC,2015-08-14,88583,Lead,8858,FALSE,FALSE,FALSE
2015-05-24,Anne Smith,US_Enterprise_790,Enterprise,US,2015-08-30,577329,Lead,57733,FALSE,FALSE,FALSE
2015-05-24,Gerri Hinds,US_Startup_791,Startup,US,2015-05-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-24,Gerri Hinds,US_SMB_341,SMB,US,2015-07-18,136718,Lead,13672,FALSE,FALSE,FALSE
2015-05-24,Gerri Hinds,US_SMB_658,SMB,US,2015-05-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-24,Walter Landfair,APAC_Enterprise_320,Enterprise,APAC,2015-11-17,621981,Prospect,124396,FALSE,FALSE,FALSE
2015-05-24,Jennifer Weidman,US_Startup_700,Startup,US,2015-05-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-24,Walter Landfair,APAC_Enterprise_490,Enterprise,APAC,2015-05-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-24,Jennifer Weidman,US_SMB_2099,SMB,US,2015-07-10,113048,Lead,11305,FALSE,FALSE,FALSE
2015-05-24,James Swanger,US_SMB_2230,SMB,US,2015-07-20,140661,Lead,14066,FALSE,FALSE,FALSE
2015-05-24,Victor Burk,EMEA_Enterprise_180,Enterprise,EMEA,2015-08-12,486254,Lead,48625,FALSE,FALSE,FALSE
2015-05-24,David King,EMEA_Enterprise_686,Enterprise,EMEA,2015-05-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-24,Anne Smith,US_Enterprise_208,Enterprise,US,2015-08-30,490472,Lead,49047,FALSE,FALSE,FALSE
2015-05-24,James Swanger,US_SMB_1662,SMB,US,2015-06-18,129173,Lead,12917,FALSE,FALSE,FALSE
2015-05-24,Gerri Hinds,US_SMB_1738,SMB,US,2015-06-29,89067,Lead,8907,FALSE,FALSE,FALSE
2015-05-24,David King,EMEA_Startup_29,Startup,EMEA,2015-07-16,658288,Lead,65829,FALSE,FALSE,FALSE
2015-05-24,Anne Smith,US_SMB_2652,SMB,US,2015-06-29,112351,Lead,11235,FALSE,FALSE,FALSE
2015-05-24,Jennifer Weidman,US_Enterprise_1252,Enterprise,US,2015-09-11,474055,Lead,47406,FALSE,FALSE,FALSE
2015-05-24,Anne Smith,US_SMB_2548,SMB,US,2015-06-26,96970,Lead,9697,FALSE,FALSE,FALSE
2015-05-24,Jennifer Weidman,US_Startup_431,Startup,US,2015-06-11,561265,Prospect,112253,FALSE,FALSE,TRUE
2015-05-24,Anne Smith,US_SMB_2622,SMB,US,2015-06-21,106022,Lead,10602,FALSE,FALSE,FALSE
2015-05-24,Jennifer Weidman,US_Startup_1051,Startup,US,2015-05-24,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-25,Walter Landfair,APAC_Enterprise_516,Enterprise,APAC,2015-09-29,367202,Prospect,73440,FALSE,FALSE,FALSE
2015-05-25,Walter Landfair,APAC_SMB_394,SMB,APAC,2015-07-28,149741,Prospect,29948,FALSE,FALSE,FALSE
2015-05-25,James Swanger,US_Startup_177,Startup,US,2015-06-27,601851,Lead,60185,FALSE,FALSE,FALSE
2015-05-25,Victor Burk,EMEA_SMB_770,SMB,EMEA,2015-05-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-25,Anne Smith,US_Startup_695,Startup,US,2015-05-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-25,Anne Smith,US_Startup_704,Startup,US,2015-05-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-25,Anne Smith,US_SMB_998,SMB,US,2015-06-04,127407,Lead,12741,FALSE,FALSE,FALSE
2015-05-25,Victor Burk,EMEA_Enterprise_800,Enterprise,EMEA,2015-09-01,424957,Lead,42496,FALSE,FALSE,FALSE
2015-05-25,Anne Smith,US_SMB_960,SMB,US,2015-06-28,111369,Lead,11137,FALSE,FALSE,FALSE
2015-05-25,David King,EMEA_Enterprise_627,Enterprise,EMEA,2015-10-02,450516,Lead,45052,FALSE,FALSE,FALSE
2015-05-25,David King,EMEA_Enterprise_752,Enterprise,EMEA,2015-05-25,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-25,Walter Landfair,APAC_SMB_121,SMB,APAC,2015-07-15,94217,Prospect,18843,FALSE,FALSE,FALSE
2015-05-25,Jennifer Weidman,US_SMB_810,SMB,US,2015-06-11,88920,Qualified,44460,FALSE,FALSE,FALSE
2015-05-25,Walter Landfair,APAC_Enterprise_255,Enterprise,APAC,2015-05-25,281938,Closed Won,281938,TRUE,FALSE,TRUE
2015-05-25,James Swanger,US_Startup_743,Startup,US,2015-07-07,563610,Lead,56361,FALSE,FALSE,FALSE
2015-05-25,Victor Burk,EMEA_Enterprise_683,Enterprise,EMEA,2015-09-19,448791,Lead,44879,FALSE,FALSE,FALSE
2015-05-26,Anne Smith,US_Enterprise_229,Enterprise,US,2015-08-10,562030,Lead,56203,FALSE,FALSE,FALSE
2015-05-26,Victor Burk,EMEA_SMB_709,SMB,EMEA,2015-06-23,141008,Lead,14101,FALSE,FALSE,FALSE
2015-05-26,Anne Smith,US_SMB_1333,SMB,US,2015-06-21,112868,Lead,11287,FALSE,FALSE,FALSE
2015-05-26,Anne Smith,US_Startup_420,Startup,US,2015-06-18,693689,Lead,69369,FALSE,FALSE,FALSE
2015-05-26,Jennifer Weidman,US_Enterprise_263,Enterprise,US,2015-08-04,395400,Prospect,79080,FALSE,FALSE,FALSE
2015-05-26,David King,EMEA_Startup_15,Startup,EMEA,2015-07-01,472273,Lead,47227,FALSE,FALSE,FALSE
2015-05-26,Walter Landfair,APAC_Enterprise_406,Enterprise,APAC,2016-02-04,314307,Lead,31431,FALSE,FALSE,FALSE
2015-05-26,Gerri Hinds,US_Enterprise_866,Enterprise,US,2015-08-19,471834,Prospect,94367,FALSE,FALSE,FALSE
2015-05-26,Jennifer Weidman,US_Startup_795,Startup,US,2015-06-20,824410,Lead,82441,FALSE,FALSE,TRUE
2015-05-26,James Swanger,US_Enterprise_986,Enterprise,US,2015-07-18,452597,Prospect,90519,FALSE,FALSE,TRUE
2015-05-26,David King,EMEA_Enterprise_47,Enterprise,EMEA,2015-07-21,476601,Qualified,238301,FALSE,FALSE,FALSE
2015-05-26,James Swanger,US_Enterprise_377,Enterprise,US,2015-05-26,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-26,Jennifer Weidman,US_SMB_1456,SMB,US,2015-06-19,98832,Lead,9883,FALSE,FALSE,FALSE
2015-05-26,Walter Landfair,APAC_Enterprise_266,Enterprise,APAC,2015-09-10,463626,Qualified,231813,FALSE,FALSE,FALSE
2015-05-26,Walter Landfair,APAC_Enterprise_76,Enterprise,APAC,2015-08-06,429910,Lead,42991,FALSE,FALSE,FALSE
2015-05-26,Anne Smith,US_Enterprise_1489,Enterprise,US,2015-08-28,449010,Lead,44901,FALSE,FALSE,FALSE
2015-05-26,Anne Smith,US_SMB_1878,SMB,US,2015-06-30,88218,Lead,8822,FALSE,FALSE,FALSE
2015-05-26,James Swanger,US_SMB_1966,SMB,US,2015-05-26,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-26,Walter Landfair,APAC_Enterprise_628,Enterprise,APAC,2015-12-30,356837,Lead,35684,FALSE,FALSE,FALSE
2015-05-27,Walter Landfair,APAC_Enterprise_437,Enterprise,APAC,2015-11-15,393791,Prospect,78758,FALSE,FALSE,FALSE
2015-05-27,Gerri Hinds,US_SMB_2573,SMB,US,2015-05-27,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-27,Anne Smith,US_SMB_2961,SMB,US,2015-06-24,78114,Lead,7811,FALSE,FALSE,FALSE
2015-05-27,Anne Smith,US_SMB_3273,SMB,US,2015-07-05,100146,Lead,10015,FALSE,FALSE,FALSE
2015-05-27,Jennifer Weidman,US_SMB_878,SMB,US,2015-06-28,136303,Prospect,27261,FALSE,FALSE,FALSE
2015-05-27,James Swanger,US_Startup_397,Startup,US,2015-06-22,488891,Prospect,97778,FALSE,FALSE,FALSE
2015-05-27,David King,EMEA_SMB_708,SMB,EMEA,2015-07-09,68424,Lead,6842,FALSE,FALSE,FALSE
2015-05-27,Jennifer Weidman,US_Startup_83,Startup,US,2015-06-17,641924,Prospect,128385,FALSE,FALSE,FALSE
2015-05-27,Walter Landfair,APAC_SMB_479,SMB,APAC,2015-09-01,117349,Lead,11735,FALSE,FALSE,FALSE
2015-05-27,Walter Landfair,APAC_Enterprise_465,Enterprise,APAC,2015-11-23,590063,Lead,59006,FALSE,FALSE,FALSE
2015-05-27,Anne Smith,US_SMB_377,SMB,US,2015-05-27,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-27,Walter Landfair,APAC_Startup_95,Startup,APAC,2015-08-12,611614,Lead,61161,FALSE,FALSE,FALSE
2015-05-28,Walter Landfair,APAC_SMB_363,SMB,APAC,2015-09-05,119938,Lead,11994,FALSE,FALSE,FALSE
2015-05-28,Victor Burk,EMEA_Enterprise_397,Enterprise,EMEA,2015-08-23,344432,Prospect,68886,FALSE,FALSE,FALSE
2015-05-28,Gerri Hinds,US_SMB_2853,SMB,US,2015-06-25,131970,Prospect,26394,FALSE,FALSE,FALSE
2015-05-28,James Swanger,US_Enterprise_665,Enterprise,US,2015-07-26,481487,Lead,48149,FALSE,FALSE,FALSE
2015-05-28,Anne Smith,US_Enterprise_922,Enterprise,US,2015-05-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-28,James Swanger,US_SMB_879,SMB,US,2015-05-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-28,Anne Smith,US_Enterprise_213,Enterprise,US,2015-08-16,517360,Lead,51736,FALSE,FALSE,FALSE
2015-05-28,David King,EMEA_SMB_1368,SMB,EMEA,2015-06-11,135307,Lead,13531,FALSE,FALSE,FALSE
2015-05-28,James Swanger,US_SMB_114,SMB,US,2015-07-09,118702,Lead,11870,FALSE,FALSE,FALSE
2015-05-28,David King,EMEA_Startup_96,Startup,EMEA,2015-06-17,506931,Qualified,253465,FALSE,FALSE,TRUE
2015-05-28,Victor Burk,EMEA_SMB_931,SMB,EMEA,2015-05-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-28,Anne Smith,US_Startup_204,Startup,US,2015-05-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-28,James Swanger,US_SMB_627,SMB,US,2015-07-03,130000,Lead,13000,FALSE,FALSE,FALSE
2015-05-28,Victor Burk,EMEA_SMB_1015,SMB,EMEA,2015-07-05,129219,Lead,12922,FALSE,FALSE,FALSE
2015-05-28,Gerri Hinds,US_Enterprise_1142,Enterprise,US,2015-09-07,598135,Lead,59814,FALSE,FALSE,FALSE
2015-05-28,Anne Smith,US_SMB_2462,SMB,US,2015-05-28,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-29,Victor Burk,EMEA_Startup_41,Startup,EMEA,2015-05-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-29,James Swanger,US_Startup_739,Startup,US,2015-05-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-29,Walter Landfair,APAC_SMB_83,SMB,APAC,2015-07-10,83389,Contracting,66711,FALSE,FALSE,FALSE
2015-05-29,Jennifer Weidman,US_Enterprise_758,Enterprise,US,2015-08-23,630088,Lead,63009,FALSE,FALSE,FALSE
2015-05-29,Gerri Hinds,US_Enterprise_1448,Enterprise,US,2015-08-13,456844,Lead,45684,FALSE,FALSE,FALSE
2015-05-29,Victor Burk,EMEA_SMB_901,SMB,EMEA,2015-07-13,74002,Qualified,37001,FALSE,FALSE,FALSE
2015-05-29,Jennifer Weidman,US_SMB_1088,SMB,US,2015-06-28,112146,Lead,11215,FALSE,FALSE,FALSE
2015-05-29,James Swanger,US_Enterprise_1325,Enterprise,US,2015-08-01,390428,Prospect,78086,FALSE,FALSE,FALSE
2015-05-29,Jennifer Weidman,US_Enterprise_217,Enterprise,US,2015-07-08,294809,Prospect,58962,FALSE,FALSE,FALSE
2015-05-29,Victor Burk,EMEA_SMB_806,SMB,EMEA,2015-07-27,97198,Lead,9720,FALSE,FALSE,FALSE
2015-05-29,David King,EMEA_SMB_728,SMB,EMEA,2015-05-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-29,Victor Burk,EMEA_Startup_39,Startup,EMEA,2015-07-03,512300,Lead,51230,FALSE,FALSE,FALSE
2015-05-29,Victor Burk,EMEA_SMB_227,SMB,EMEA,2015-05-29,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-30,Gerri Hinds,US_SMB_2097,SMB,US,2015-07-03,118689,Lead,11869,FALSE,FALSE,FALSE
2015-05-30,James Swanger,US_Enterprise_561,Enterprise,US,2015-09-02,651605,Lead,65160,FALSE,FALSE,FALSE
2015-05-30,Anne Smith,US_SMB_940,SMB,US,2015-06-26,112166,Lead,11217,FALSE,FALSE,FALSE
2015-05-30,Jennifer Weidman,US_SMB_2771,SMB,US,2015-07-03,118939,Lead,11894,FALSE,FALSE,FALSE
2015-05-30,James Swanger,US_SMB_172,SMB,US,2015-05-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-30,Victor Burk,EMEA_Startup_88,Startup,EMEA,2015-05-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-30,Victor Burk,EMEA_Enterprise_393,Enterprise,EMEA,2015-11-05,405944,Lead,40594,FALSE,FALSE,FALSE
2015-05-30,Walter Landfair,APAC_Startup_46,Startup,APAC,2015-06-16,297175,Contracting,237740,FALSE,FALSE,FALSE
2015-05-30,James Swanger,US_SMB_10,SMB,US,2015-05-30,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,Jennifer Weidman,US_SMB_1982,SMB,US,2015-07-06,127467,Lead,12747,FALSE,FALSE,FALSE
2015-05-31,Gerri Hinds,US_Startup_852,Startup,US,2015-07-06,527397,Lead,52740,FALSE,FALSE,FALSE
2015-05-31,Walter Landfair,APAC_Enterprise_107,Enterprise,APAC,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,Walter Landfair,APAC_Enterprise_376,Enterprise,APAC,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,James Swanger,US_Enterprise_202,Enterprise,US,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,Victor Burk,EMEA_Startup_43,Startup,EMEA,2015-07-18,630441,Lead,63044,FALSE,FALSE,FALSE
2015-05-31,Jennifer Weidman,US_SMB_3109,SMB,US,2015-07-02,82390,Lead,8239,FALSE,FALSE,FALSE
2015-05-31,David King,EMEA_SMB_1325,SMB,EMEA,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,Jennifer Weidman,US_Startup_567,Startup,US,2015-06-16,459709,Qualified,229854,FALSE,FALSE,TRUE
2015-05-31,Victor Burk,EMEA_SMB_357,SMB,EMEA,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,Jennifer Weidman,US_Enterprise_526,Enterprise,US,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,David King,EMEA_SMB_110,SMB,EMEA,2015-07-11,100998,Lead,10100,FALSE,FALSE,FALSE
2015-05-31,Victor Burk,EMEA_SMB_124,SMB,EMEA,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-05-31,Walter Landfair,APAC_Enterprise_570,Enterprise,APAC,2015-05-31,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-01,David King,EMEA_Enterprise_230,Enterprise,EMEA,2015-08-19,398979,Lead,39898,FALSE,FALSE,FALSE
2015-06-01,Jennifer Weidman,US_SMB_3263,SMB,US,2015-06-01,29734,Closed Won,29734,TRUE,FALSE,TRUE
2015-06-01,Jennifer Weidman,US_SMB_452,SMB,US,2015-06-01,55669,Closed Won,55669,TRUE,FALSE,TRUE
2015-06-01,David King,EMEA_SMB_589,SMB,EMEA,2015-07-16,112920,Lead,11292,FALSE,FALSE,FALSE
2015-06-01,Walter Landfair,APAC_Enterprise_315,Enterprise,APAC,2015-10-01,547067,Prospect,109413,FALSE,FALSE,FALSE
2015-06-01,James Swanger,US_Startup_866,Startup,US,2015-06-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-01,Victor Burk,EMEA_Enterprise_39,Enterprise,EMEA,2015-06-01,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-01,Gerri Hinds,US_SMB_1276,SMB,US,2015-07-05,105875,Lead,10588,FALSE,FALSE,FALSE
2015-06-01,Anne Smith,US_Enterprise_227,Enterprise,US,2015-10-01,383035,Lead,38304,FALSE,FALSE,FALSE
2015-06-02,James Swanger,US_SMB_2731,SMB,US,2015-07-06,76166,Lead,7617,FALSE,FALSE,FALSE
2015-06-02,Gerri Hinds,US_SMB_2705,SMB,US,2015-06-02,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-02,David King,EMEA_SMB_482,SMB,EMEA,2015-06-02,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-02,Gerri Hinds,US_SMB_1468,SMB,US,2015-06-02,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-02,Victor Burk,EMEA_SMB_228,SMB,EMEA,2015-07-02,120409,Lead,12041,FALSE,FALSE,FALSE
2015-06-02,Victor Burk,EMEA_SMB_919,SMB,EMEA,2015-06-02,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-03,James Swanger,US_Enterprise_1137,Enterprise,US,2015-08-31,453081,Lead,45308,FALSE,FALSE,FALSE
2015-06-03,James Swanger,US_SMB_2157,SMB,US,2015-06-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-03,Anne Smith,US_SMB_511,SMB,US,2015-06-29,68243,Contracting,54595,FALSE,FALSE,FALSE
2015-06-03,David King,EMEA_Enterprise_702,Enterprise,EMEA,2015-06-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-03,Gerri Hinds,US_SMB_3231,SMB,US,2015-07-14,106778,Lead,10678,FALSE,FALSE,FALSE
2015-06-03,Anne Smith,US_SMB_1154,SMB,US,2015-07-10,69598,Lead,6960,FALSE,FALSE,FALSE
2015-06-03,Gerri Hinds,US_SMB_269,SMB,US,2015-07-07,107098,Lead,10710,FALSE,FALSE,FALSE
2015-06-03,Jennifer Weidman,US_SMB_3114,SMB,US,2015-06-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-03,Walter Landfair,APAC_SMB_32,SMB,APAC,2015-06-03,54622,Closed Won,54622,TRUE,FALSE,TRUE
2015-06-03,Walter Landfair,APAC_Enterprise_298,Enterprise,APAC,2015-06-03,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-04,Victor Burk,EMEA_SMB_233,SMB,EMEA,2015-07-10,123326,Lead,12333,FALSE,FALSE,FALSE
2015-06-04,David King,EMEA_SMB_1123,SMB,EMEA,2015-06-29,96877,Lead,9688,FALSE,FALSE,FALSE
2015-06-04,Anne Smith,US_SMB_1623,SMB,US,2015-07-03,91691,Lead,9169,FALSE,FALSE,FALSE
2015-06-04,Victor Burk,EMEA_Enterprise_524,Enterprise,EMEA,2015-06-04,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-04,Anne Smith,US_SMB_3119,SMB,US,2015-07-22,81752,Prospect,16350,FALSE,FALSE,FALSE
2015-06-04,Gerri Hinds,US_SMB_587,SMB,US,2015-07-11,127620,Lead,12762,FALSE,FALSE,FALSE
2015-06-04,Anne Smith,US_Enterprise_123,Enterprise,US,2015-06-04,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-04,David King,EMEA_Enterprise_782,Enterprise,EMEA,2015-06-04,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-04,Jennifer Weidman,US_SMB_2891,SMB,US,2015-07-07,53290,Lead,5329,FALSE,FALSE,FALSE
2015-06-05,Jennifer Weidman,US_Enterprise_833,Enterprise,US,2015-08-31,392002,Lead,39200,FALSE,FALSE,TRUE
2015-06-05,James Swanger,US_SMB_287,SMB,US,2015-07-19,125142,Lead,12514,FALSE,FALSE,FALSE
2015-06-05,Anne Smith,US_Enterprise_625,Enterprise,US,2015-09-06,485441,Lead,48544,FALSE,FALSE,FALSE
2015-06-05,David King,EMEA_Enterprise_201,Enterprise,EMEA,2015-08-27,419369,Prospect,83874,FALSE,FALSE,FALSE
2015-06-05,David King,EMEA_Enterprise_497,Enterprise,EMEA,2015-06-05,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-05,Walter Landfair,APAC_Startup_138,Startup,APAC,2015-06-05,304274,Closed Won,304274,TRUE,FALSE,TRUE
2015-06-05,Victor Burk,EMEA_SMB_956,SMB,EMEA,2015-06-05,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-05,Walter Landfair,APAC_Enterprise_98,Enterprise,APAC,2015-06-05,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-05,Victor Burk,EMEA_SMB_25,SMB,EMEA,2015-07-07,63183,Contracting,50547,FALSE,FALSE,FALSE
2015-06-05,David King,EMEA_SMB_1041,SMB,EMEA,2015-07-31,114819,Lead,11482,FALSE,FALSE,FALSE
2015-06-06,David King,EMEA_Enterprise_584,Enterprise,EMEA,2015-09-20,545893,Lead,54589,FALSE,FALSE,FALSE
2015-06-06,Anne Smith,US_SMB_998,SMB,US,2015-06-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-06,Jennifer Weidman,US_Enterprise_658,Enterprise,US,2015-07-13,305038,Contracting,244030,FALSE,FALSE,FALSE
2015-06-06,David King,EMEA_Enterprise_415,Enterprise,EMEA,2015-06-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-06,James Swanger,US_Enterprise_686,Enterprise,US,2015-06-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-06,Jennifer Weidman,US_Startup_83,Startup,US,2015-06-06,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-06,Victor Burk,EMEA_Enterprise_8,Enterprise,EMEA,2015-10-06,431921,Lead,43192,FALSE,FALSE,FALSE
2015-06-07,Anne Smith,US_SMB_1160,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,James Swanger,US_Startup_1194,Startup,US,2015-07-10,618877,Lead,61888,FALSE,FALSE,FALSE
2015-06-07,James Swanger,US_SMB_19,SMB,US,2015-07-10,107670,Lead,10767,FALSE,FALSE,FALSE
2015-06-07,Gerri Hinds,US_Enterprise_982,Enterprise,US,2015-09-10,382437,Lead,38244,FALSE,FALSE,FALSE
2015-06-07,Jennifer Weidman,US_SMB_1983,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,Walter Landfair,APAC_Enterprise_463,Enterprise,APAC,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,James Swanger,US_SMB_988,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,Gerri Hinds,US_SMB_654,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,David King,EMEA_SMB_1011,SMB,EMEA,2015-08-01,106456,Lead,10646,FALSE,FALSE,FALSE
2015-06-07,James Swanger,US_SMB_1911,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,Gerri Hinds,US_SMB_1478,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,David King,EMEA_SMB_869,SMB,EMEA,2015-07-12,134226,Lead,13423,FALSE,FALSE,FALSE
2015-06-07,Anne Smith,US_SMB_631,SMB,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,Jennifer Weidman,US_SMB_1563,SMB,US,2015-08-03,107502,Prospect,21500,FALSE,FALSE,TRUE
2015-06-07,Gerri Hinds,US_Enterprise_138,Enterprise,US,2015-06-07,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-07,David King,EMEA_Enterprise_228,Enterprise,EMEA,2015-10-08,356265,Prospect,71253,FALSE,FALSE,FALSE
2015-06-08,James Swanger,US_Enterprise_615,Enterprise,US,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,David King,EMEA_SMB_1257,SMB,EMEA,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,Walter Landfair,APAC_Startup_8,Startup,APAC,2015-08-24,635627,Lead,63563,FALSE,FALSE,FALSE
2015-06-08,James Swanger,US_Enterprise_644,Enterprise,US,2015-08-13,346548,Lead,34655,FALSE,FALSE,FALSE
2015-06-08,James Swanger,US_Enterprise_103,Enterprise,US,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,Gerri Hinds,US_SMB_2538,SMB,US,2015-07-19,92573,Lead,9257,FALSE,FALSE,FALSE
2015-06-08,Anne Smith,US_SMB_387,SMB,US,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,David King,EMEA_SMB_171,SMB,EMEA,2015-07-24,108603,Lead,10860,FALSE,FALSE,FALSE
2015-06-08,James Swanger,US_Enterprise_182,Enterprise,US,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,Jennifer Weidman,US_Enterprise_454,Enterprise,US,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,Gerri Hinds,US_SMB_2686,SMB,US,2015-07-15,111611,Prospect,22322,FALSE,FALSE,FALSE
2015-06-08,David King,EMEA_Enterprise_760,Enterprise,EMEA,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-08,Jennifer Weidman,US_SMB_29,SMB,US,2015-07-15,131386,Lead,13139,FALSE,FALSE,FALSE
2015-06-08,Victor Burk,EMEA_SMB_654,SMB,EMEA,2015-06-08,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-09,James Swanger,US_SMB_1608,SMB,US,2015-07-12,106545,Lead,10654,FALSE,FALSE,FALSE
2015-06-09,Walter Landfair,APAC_Enterprise_667,Enterprise,APAC,2015-06-09,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-09,David King,EMEA_Enterprise_563,Enterprise,EMEA,2015-06-09,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-09,James Swanger,US_SMB_235,SMB,US,2015-06-09,0,Closed Lost,0,TRUE,FALSE,TRUE
2015-06-09,Gerri Hinds,US_SMB_2698,SMB,US,2015-07-12,117833,Lead,11783,FALSE,FALSE,FALSE
